title,description,size,availability,price,category,shop,height,width
Штанга для подвески ручных опор МД 2,,,,4633.0,Металлическая мебель (Шкафы),3,1270.0,570.0
Стол процедурный МД SP 2G,,,,7008.0,Металлическая мебель (Шкафы),3,960.0,630.0
Аптечка AMD-39G,,,,3070.0,Металлическая мебель (Шкафы),3,390.0,300.0
Кушетка медицинская смотровая МД КС,,,,13560.0,Металлическая мебель (Шкафы),3,560.0,1930.0
Стол манипуляционный МД SM 6,,,,30223.0,Металлическая мебель (Шкафы),3,960.0,600.0
Медицинская картотека Практик МД A 43,,,,19387.0,Металлическая мебель (Шкафы),3,995.0,408.0
Рама Балканского КМ Н,,,,9691.0,Металлическая мебель (Шкафы),3,1400.0,2191.0
Медицинская тумба МД ТП L-5,,,,15329.0,Металлическая мебель (Шкафы),3,860.0,450.0
Ограждения боковые КМ 3,,,,6312.0,Металлическая мебель (Шкафы),3,370.0,1020.0
"Медицинский шкаф HILFE МД 1 1760/SGВысота, мм1750/1850Ширина, мм600Глубина, мм400",,,,16753.0,Металлическая мебель (Шкафы),3,600.0,400.0
Штанга для подвески ручных опор МД 1,,,,4924.0,Металлическая мебель (Шкафы),3,1275.0,565.0
Стол манипуляционный МД SM 2 New,,,,19547.0,Металлическая мебель (Шкафы),3,960.0,620.0
Стол манипуляционный МД SM 1 new,,,,12900.0,Металлическая мебель (Шкафы),3,960.0,620.0
Медицинский шкаф для одежды ПРАКТИК МД LS(LE)-21-80,,,,13604.0,Металлическая мебель (Шкафы),3,1830.0,813.0
Трейзер  MД 2 1670,,,,5379.0,Металлическая мебель (Шкафы),3,240.0,627.0
Медицинская кровать КМ-01,,,,22866.0,Металлическая мебель (Шкафы),3,840.0,2055.0
"Медицинский шкаф для одежды МД 2 ШМ-SSВысота, мм1830/1900Ширина, мм575Глубина, мм500",,,,11479.0,Металлическая мебель (Шкафы),3,575.0,500.0
Архивный медицинский шкаф ПРАКТИК МД СВ-14,,,,17248.0,Металлическая мебель (Шкафы),3,1860.0,850.0
"Медицинская тумба  МД ТП-2Высота, мм710/652.5Ширина, мм420Глубина, мм490",,,,8765.0,Металлическая мебель (Шкафы),3,420.0,490.0
"Медицинский шкаф HILFE МД 2 1780 RВысота, мм1750/1850Ширина, мм800Глубина, мм400",,,,22436.0,Металлическая мебель (Шкафы),3,800.0,400.0
Медицинский стеллаж СТМ MS 185/100х30/4,,,,4535.0,Металлическая мебель (Шкафы),3,1850.0,1000.0
"Штатив медицинский КМ МШ-1Высота, мм1075(1815*)Ширина, мм251Глубина, мм92",,,,1775.0,Металлическая мебель (Шкафы),3,251.0,92.0
Шкаф для одежды MW-2 1980 белый,,,,16144.0,Металлическая мебель (Шкафы),3,1926.0,800.0
Медицинский стеллаж СТМ MS 200/100х60/6,,,,9311.0,Металлическая мебель (Шкафы),3,2000.0,1000.0
Сейф-термостат VALBERG TS - 3/12,,,,257992.0,Металлическая мебель (Шкафы),3,680.0,510.0
"Медицинский шкаф HILFE МД 2 1780 R-5Высота, мм1750/1850Ширина, мм800Глубина, мм400",,,,32472.0,Металлическая мебель (Шкафы),3,800.0,400.0
"Медицинская тумба МД ТП L-6Высота, мм720/645Ширина, мм420Глубина, мм490",,,,12371.0,Металлическая мебель (Шкафы),3,420.0,490.0
"Стол манипуляционный МД SM N (для забора крови)Высота, мм890/900Ширина, мм680Глубина, мм440",,,,5221.0,Металлическая мебель (Шкафы),3,680.0,440.0
Медицинский шкаф для одежды ПРАКТИК МД LS(LE)-31,,,,15903.0,Металлическая мебель (Шкафы),3,1830.0,850.0
Медицинская кровать КМ-10,,,,22966.0,Металлическая мебель (Шкафы),3,840.0,2060.0
Тележка МД ТБН,,,,34197.0,Металлическая мебель (Шкафы),3,800.0,2160.0
Штатив медицинский КМ МШ-2,,,,1544.0,Металлическая мебель (Шкафы),3,1700.0,267.0
Медицинский стеллаж СТМ MS 220/100х40/6,,,,7525.0,Металлическая мебель (Шкафы),3,2200.0,1000.0
Медицинский шкаф для одежды МД 2 ШМ,,,,20601.0,Металлическая мебель (Шкафы),3,1830.0,915.0
"Медицинская кровать MB-93Высота, мм935Ширина, мм2220Глубина, мм956/1007",,,,61951.0,Металлическая мебель (Шкафы),3,935.0,2220.0
Медицинский стеллаж СТМ MS 185/100х40/4,,,,5212.0,Металлическая мебель (Шкафы),3,1850.0,1000.0
"Медицинский шкаф HILFE МД 2 1670/SSВысота, мм1655/1755Ширина, мм700Глубина, мм320",,,,15460.0,Металлическая мебель (Шкафы),3,700.0,320.0
"Медицинский шкаф HILFE МД 2 1780/SGВысота, мм1750/1850Ширина, мм800Глубина, мм400",,,,18292.0,Металлическая мебель (Шкафы),3,800.0,400.0
Медицинский стеллаж СТМ MS 200KD/100х30/4,,,,4917.0,Металлическая мебель (Шкафы),3,2000.0,1000.0
Тележка МД ТБЛ,,,,36572.0,Металлическая мебель (Шкафы),3,800.0,2110.0
Стол манипуляционный МД SM 2,,,,21458.0,Металлическая мебель (Шкафы),3,960.0,600.0
Стол процедурный МД SP 3N,,,,12977.0,Металлическая мебель (Шкафы),3,960.0,630.0
Медицинский стеллаж СТМ MS 220/100х60/6,,,,9672.0,Металлическая мебель (Шкафы),3,2200.0,1000.0
Медицинский шкаф для одежды ПРАКТИК МД LS(LE)-21-80 U,,,,13775.0,Металлическая мебель (Шкафы),3,1830.0,813.0
Ширма медицинская ШМ-01П,,,,2614.0,Металлическая мебель (Шкафы),3,1800.0,740.0
Медицинский шкаф для одежды ПРАКТИК МД LS(LE)-41,,,,20552.0,Металлическая мебель (Шкафы),3,1830.0,1130.0
Медицинский стеллаж СТМ MS 200/100х40/6,,,,7165.0,Металлическая мебель (Шкафы),3,2000.0,1000.0
Медицинский стеллаж СТМ MS 185/100х60/4,,,,6646.0,Металлическая мебель (Шкафы),3,1850.0,1000.0
"Подставка для судна КМВысота, мм300Ширина, мм610Глубина, мм-",,,,2634.0,Металлическая мебель (Шкафы),3,300.0,610.0
Штатив медицинский для внутривенных вливаний тип М192,,,,2189.0,Металлическая мебель (Шкафы),3,2300.0,500.0
Медицинская кровать КМ-06,,,,34062.0,Металлическая мебель (Шкафы),3,935.0,2220.0
Рама Балканского КМ,,,,9382.0,Металлическая мебель (Шкафы),3,1400.0,2191.0
"Медицинский шкаф HILFE МД 1 ШМ-SSDВысота, мм1850/1865Ширина, мм600Глубина, мм400",,,,29888.0,Металлическая мебель (Шкафы),3,600.0,400.0
Сейф-термостат VALBERG TS - 3/25,,,,316577.0,Металлическая мебель (Шкафы),3,850.0,510.0
"Медицинская тумба МД ТП-3Высота, мм710/652.5Ширина, мм420Глубина, мм490",,,,6610.0,Металлическая мебель (Шкафы),3,420.0,490.0
"Стол процедурный МД SP N (прикроватный)Высота, мм790/1150Ширина, мм700Глубина, мм410",,,,8294.0,Металлическая мебель (Шкафы),3,700.0,410.0
Шкаф для одежды MW-2 1980 голубой,,,,16543.0,Металлическая мебель (Шкафы),3,1926.0,800.0
Стол палатный MW TW-16 голубой,,,,6257.0,Металлическая мебель (Шкафы),3,741.0,850.0
"Медицинский шкаф для уборочного инвентаря МД1 ШМ-SSВысота, мм1830/1900Ширина, мм500Глубина, мм500",,,,10001.0,Металлическая мебель (Шкафы),3,500.0,500.0
Стол манипуляционный МД SM 1,,,,14162.0,Металлическая мебель (Шкафы),3,960.0,600.0
"Медицинская тумба МД ТП-1Высота, мм710/652.5Ширина, мм420Глубина, мм490",,,,8677.0,Металлическая мебель (Шкафы),3,420.0,490.0
Шкаф для одежды MW-2 1880 белый,,,,11965.0,Металлическая мебель (Шкафы),3,1800.0,800.0
Медицинский стеллаж СТМ MS 185KD/70х30/4,,,,4240.0,Металлическая мебель (Шкафы),3,1850.0,700.0
Матрац НПВ 2513 ТБН,,,,4152.0,Металлическая мебель (Шкафы),3,20.0,1810.0
"Тумба MW PW-3 16 белаяВысота, мм700*/650Ширина, мм455Глубина, мм452",,,,3948.0,Металлическая мебель (Шкафы),3,455.0,452.0
"Медицинский шкаф HILFE МД 1 1760 R-1Высота, мм1750/1850Ширина, мм600Глубина, мм400",,,,19877.0,Металлическая мебель (Шкафы),3,600.0,400.0
Стол палатный MW TW-16 белый,,,,6038.0,Металлическая мебель (Шкафы),3,741.0,850.0
"Медицинская кровать КМ-17 (электропривод)Высота, мм845Ширина, мм2170Глубина, мм956/1017",,,,60851.0,Металлическая мебель (Шкафы),3,845.0,2170.0
Стол процедурный МД SP 2N new,,,,8761.0,Металлическая мебель (Шкафы),3,960.0,620.0
Медицинский шкаф для одежды ПРАКТИК МД LS (LE)-21-60 U,,,,11915.0,Металлическая мебель (Шкафы),3,1860.0,600.0
Стол палатный MW TW-25 белое дерево,,,,6597.0,Металлическая мебель (Шкафы),3,750.0,850.0
Архивный медицинский шкаф ПРАКТИК МД AM 1891,,,,19168.0,Металлическая мебель (Шкафы),3,1830.0,915.0
Стол палатный MW TW-16 белое дерево,,,,6257.0,Металлическая мебель (Шкафы),3,741.0,850.0
Архивный медицинский шкаф ПРАКТИК МД АМ-1845/4,,,,17808.0,Металлическая мебель (Шкафы),3,1830.0,472.0
"Тумба MW PW-3 16 белое деревоВысота, мм700*/650Ширина, мм455Глубина, мм452",,,,4018.0,Металлическая мебель (Шкафы),3,455.0,452.0
Медицинский стеллаж СТМ MS 220/100х30/6,,,,6505.0,Металлическая мебель (Шкафы),3,2200.0,1000.0
Сейф-термостат VALBERG TS - 3/25 мод. Fort M 1385.3,,,,551370.0,Металлическая мебель (Шкафы),3,1500.0,850.0
Архивный медицинский шкаф ПРАКТИК МД АМ-2091,,,,26634.0,Металлическая мебель (Шкафы),3,1996.0,915.0
Архивный медицинский шкаф ПРАКТИК МД АМ-1845,,,,14854.0,Металлическая мебель (Шкафы),3,1830.0,472.0
Медицинская картотека Практик МД A 44,,,,24235.0,Металлическая мебель (Шкафы),3,1305.0,408.0
Штатив медицинский ШДВ-03,,,,1985.0,Металлическая мебель (Шкафы),3,1900.0,600.0
Стол процедурный МД SP 3G,,,,8552.0,Металлическая мебель (Шкафы),3,960.0,630.0
Шкаф для одежды MW-2 1980 белое дерево,,,,16543.0,Металлическая мебель (Шкафы),3,1926.0,800.0
Медицинская картотека Практик МД  AFC-06,,,,31952.0,Металлическая мебель (Шкафы),3,1327.0,553.0
"Медицинская тумба МД ТП L-4Высота, мм700/652,5Ширина, мм420Глубина, мм490",,,,18348.0,Металлическая мебель (Шкафы),3,420.0,490.0
"Медицинский шкаф HILFE МД 2 1670/SGВысота, мм1655/1755Ширина, мм700Глубина, мм320",,,,15460.0,Металлическая мебель (Шкафы),3,700.0,320.0
"Тумба MW PW-3 16 голубаяВысота, мм700*/650Ширина, мм455Глубина, мм452",,,,4018.0,Металлическая мебель (Шкафы),3,455.0,452.0
Медицинский стеллаж СТМ MS 200KD/100х40/4,,,,5569.0,Металлическая мебель (Шкафы),3,2000.0,1000.0
Медицинский стеллаж СТМ MS 200/100х30/6,,,,6145.0,Металлическая мебель (Шкафы),3,2000.0,1000.0
"Медицинский шкаф HILFE МД 2 1780 R-1Высота, мм1750/1850Ширина, мм800Глубина, мм400",,,,25885.0,Металлическая мебель (Шкафы),3,800.0,400.0
"Медицинский шкаф HILFE МД 1 1657/SGВысота, мм1655/1755Ширина, мм570Глубина, мм320",,,,13798.0,Металлическая мебель (Шкафы),3,570.0,320.0
Медицинская картотека Практик МД  AFC-05,,,,30233.0,Металлическая мебель (Шкафы),3,1634.0,470.0
"Медицинский шкаф HILFE МД 1 1657/SSВысота, мм1655/1755Ширина, мм570Глубина, мм320",,,,13798.0,Металлическая мебель (Шкафы),3,570.0,320.0
Стол манипуляционный МД SM 6 New,,,,30693.0,Металлическая мебель (Шкафы),3,960.0,620.0
Матрац медицинский,,,,5773.0,Металлическая мебель (Шкафы),3,100.0,2000.0
Медицинский стеллаж СТМ MS 200KD/100х60/4,,,,7336.0,Металлическая мебель (Шкафы),3,2000.0,1000.0
Медицинская кровать КМ-03,,,,40859.0,Металлическая мебель (Шкафы),3,890.0,2055.0
Медицинская кровать КМ-09,,,,19768.0,Металлическая мебель (Шкафы),3,840.0,2055.0
Медицинский стеллаж СТМ MS 160KD/70х30/4,,,,4064.0,Металлическая мебель (Шкафы),3,1600.0,700.0
Медицинский стеллаж СТМ MS 200KD/100х50/4,,,,6246.0,Металлическая мебель (Шкафы),3,2000.0,1000.0
"Медицинская кровать КМ-02Высота, мм935Ширина, мм2220Глубина, мм956/1007",,,,63550.0,Металлическая мебель (Шкафы),3,935.0,2220.0
"Медицинская кровать КМ-15Высота, мм845Ширина, мм2170Глубина, мм956/1017",,,,43058.0,Металлическая мебель (Шкафы),3,845.0,2170.0
"Медицинская кровать КМ-05Высота, мм935Ширина, мм2220Глубина, мм956/1007",,,,52954.0,Металлическая мебель (Шкафы),3,935.0,2220.0
"Медицинская кровать КМ-07 (электропривод)Высота, мм935Ширина, мм2220Глубина, мм956/1007",,,,65048.0,Металлическая мебель (Шкафы),3,935.0,2220.0
"Медицинский шкаф HILFE МД 1 1760/SSВысота, мм1750/1850Ширина, мм600Глубина, мм400",,,,16753.0,Металлическая мебель (Шкафы),3,600.0,400.0
Стол процедурный МД SP 3N new,,,,11831.0,Металлическая мебель (Шкафы),3,960.0,620.0
Банкетка медицинская со спинкой МД БС,,,,11241.0,Металлическая мебель (Шкафы),3,840.0,1500.0
Сейф-термостат VALBERG TS - 3/12 мод. ASK-30,,,,203014.0,Металлическая мебель (Шкафы),3,410.0,440.0
Банкетка медицинская МД Б,,,,7432.0,Металлическая мебель (Шкафы),3,450.0,1500.0
Медицинская кровать КМ-04,,,,40759.0,Металлическая мебель (Шкафы),3,830.0,2178.0
Архивный медицинский шкаф ПРАКТИК МД М 18,,,,16448.0,Металлическая мебель (Шкафы),3,1830.0,915.0
Стол процедурный МД SP 2N,,,,9612.0,Металлическая мебель (Шкафы),3,960.0,630.0
Аптечка AMD-39,,,,2278.0,Металлическая мебель (Шкафы),3,390.0,300.0
"Медицинский шкаф HILFE МД 1 1650/SGВысота, мм1655/1755Ширина, мм500Глубина, мм320",,,,13428.0,Металлическая мебель (Шкафы),3,500.0,320.0
"Тележка МД ТБЛ-01Высота, мм490-990Ширина, мм2110Глубина, мм760",,,,96652.0,Металлическая мебель (Шкафы),3,2110.0,760.0
Медицинская картотека Практик МД AFC-04,,,,27839.0,Металлическая мебель (Шкафы),3,1330.0,470.0
"Медицинский шкаф HILFE МД 1 1760/SSВысота, мм1750/1850Ширина, мм600Глубина, мм400",,,,16753.0,Металлическая мебель (Шкафы),3,600.0,400.0
Стол процедурный МД SP 3N new,,,,11831.0,Металлическая мебель (Шкафы),3,960.0,620.0
Банкетка медицинская со спинкой МД БС,,,,11241.0,Металлическая мебель (Шкафы),3,840.0,1500.0
Сейф-термостат VALBERG TS - 3/12 мод. ASK-30,,,,203014.0,Металлическая мебель (Шкафы),3,410.0,440.0
Банкетка медицинская МД Б,,,,7432.0,Металлическая мебель (Шкафы),3,450.0,1500.0
Медицинская кровать КМ-04,,,,40759.0,Металлическая мебель (Шкафы),3,830.0,2178.0
Архивный медицинский шкаф ПРАКТИК МД М 18,,,,16448.0,Металлическая мебель (Шкафы),3,1830.0,915.0
Стол процедурный МД SP 2N,,,,9612.0,Металлическая мебель (Шкафы),3,960.0,630.0
Аптечка AMD-39,,,,2278.0,Металлическая мебель (Шкафы),3,390.0,300.0
"Медицинский шкаф HILFE МД 1 1650/SGВысота, мм1655/1755Ширина, мм500Глубина, мм320",,,,13428.0,Металлическая мебель (Шкафы),3,500.0,320.0
"Тележка МД ТБЛ-01Высота, мм490-990Ширина, мм2110Глубина, мм760",,,,96652.0,Металлическая мебель (Шкафы),3,2110.0,760.0
Медицинская картотека Практик МД AFC-04,,,,27839.0,Металлическая мебель (Шкафы),3,1330.0,470.0
"Медицинский шкаф HILFE МД 1 1760/SSВысота, мм1750/1850Ширина, мм600Глубина, мм400",,,,16753.0,Металлическая мебель (Шкафы),3,600.0,400.0
Стол процедурный МД SP 3N new,,,,11831.0,Металлическая мебель (Шкафы),3,960.0,620.0
Банкетка медицинская со спинкой МД БС,,,,11241.0,Металлическая мебель (Шкафы),3,840.0,1500.0
Сейф-термостат VALBERG TS - 3/12 мод. ASK-30,,,,203014.0,Металлическая мебель (Шкафы),3,410.0,440.0
Банкетка медицинская МД Б,,,,7432.0,Металлическая мебель (Шкафы),3,450.0,1500.0
Медицинская кровать КМ-04,,,,40759.0,Металлическая мебель (Шкафы),3,830.0,2178.0
Архивный медицинский шкаф ПРАКТИК МД М 18,,,,16448.0,Металлическая мебель (Шкафы),3,1830.0,915.0
Стол процедурный МД SP 2N,,,,9612.0,Металлическая мебель (Шкафы),3,960.0,630.0
Аптечка AMD-39,,,,2278.0,Металлическая мебель (Шкафы),3,390.0,300.0
"Медицинский шкаф HILFE МД 1 1650/SGВысота, мм1655/1755Ширина, мм500Глубина, мм320",,,,13428.0,Металлическая мебель (Шкафы),3,500.0,320.0
"Тележка МД ТБЛ-01Высота, мм490-990Ширина, мм2110Глубина, мм760",,,,96652.0,Металлическая мебель (Шкафы),3,2110.0,760.0
Медицинская картотека Практик МД AFC-04,,,,27839.0,Металлическая мебель (Шкафы),3,1330.0,470.0
Шкаф для газовых баллонов G-1,,,,8 172 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Верстак Profi (№401) WT140.WD5/F1.000,,,,31 764 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Верстак Expert (№223) W200.F2/WS6.121,,,,114 839 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
"Шкаф сушильный ШС Циклон 1965Высота, мм1950*/2000Ширина, мм650Глубина, мм600       (*высота без фланца)",,,,50 566 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Верстак Expert (№605) W160.WS1/WS6.011,,,,111 206 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Модуль тумб WS,,,,92 888 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Экран WS-120 без косынок,,,,2 500 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Лоток-держатель А4,,,,526 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Комплект полок AMH TC SK 50 (2шт.),,,,3 986 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Верстак Profi (№602) WT160.WD1/WD1.000,,,,29 710 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Верстак Profi (№201) WT120.WD1/F1.000,,,,20 442 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Полка для тележки HARD HSK-63,,,,1 745 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Инструментальная тележка WDS Garage,,,,6 389 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Инструментальная тумба WD-1,,,,8 411 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Ручка WS,,,,475 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Верстак MASTER (№104) MT100.MF1/MF1.101,,,,14 275 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Верстак MASTER (№101) MT100.MF1/MF1.000,,,,9 683 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Верстак Expert (№220) W200.F2/F2/F2.000,,,,35 911 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Держатель для сверл,,,,265 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Верстак MASTER (№106) MT100.MF1/MF1.002,,,,12 188 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Экран WDS,,,,1 628 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Инструментальный шкаф HARD 1000-002010,,,,68 994 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Шкаф инструментальный TC-1095,,,,16 065 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Инструментальная тележка WDS-0,,,,11 269 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Инструментальная тумба WDS-9,,,,40 319 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Шкаф инструментальный TC-1995/2-102200,,,,30 553 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
"Шкаф сушильный ШС Сахара 5Высота, мм1970/2025*Ширина, мм1500Глубина, мм600",,,,132 023 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Полка большая LSh,,,,501 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Шкаф инструментальный TC-1947-020301,,,,22 585 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Инструментальный шкаф HARD 2000-062000,,,,83 749 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
"Комплект освещения WВысота, мм1050Ширина, мм1000-2000Глубина, мм370",,,,6 962 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Комплект WS-1,,,,48 976 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Полка для тележки HARD SK 50,,,,1 745 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Крючок НК,,,,175 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Верстак Expert (№204) W120.F2/F2.010,,,,23 428 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Экран WS-100 без косынок,,,,2 359 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
TC полка для ЧПУ SK-40,,,,5 505 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Инструментальная тумба WS-1,,,,30 048 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Верстак Garage №113,,,,7 730 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Верстак MASTER (№105) MT100.MF1/MF1.201,,,,16 501 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
TC полка малая TCSh 43х47,,,,914 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Инструментальная тележка WDS-5,,,,25 711 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Инструментальный шкаф HARD 1000-000021,,,,69 766 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Ящик Garage,,,,1 357 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Инструментальный шкаф AMH TC-003040,,,,105 133 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
TC ящик выдвижной большой TCF 87x45,,,,5 965 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Шкаф инструментальный TС 1095-021020,,,,31 796 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
"Шкаф сушильный ШС Сахара 8Высота, мм1970/2025*Ширина, мм1800Глубина, мм600",,,,140 128 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Комплект поддонов ШС Ветерок 1940,,,,1 390 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Инструментальная тумба WD-2,,,,12 418 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Комплект аксессуаров на тумбы WS,,,,4 974 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Комплект поддонов ШС Циклон 1985,,,,1 390 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Верстак MASTER (№102) M100.MF1/MF1.000,,,,8 849 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Инструментальный шкаф HARD 1000-021011,,,,77 884 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Инструментальный шкаф HARD 1000-021030,,,,76 528 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Верстак Expert (№608) WTH160.WS1/F2.021,,,,82 557 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Верстак MASTER № 107 M100.MF1/MF1/MF1.000,,,,17 458 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Инструментальная тележка WDS-5.0 new,,,,44 072 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Шкаф инструментальный TC-1995/2-102400,,,,33 758 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Шкаф инструментальный TC-1947-000305,,,,35 774 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Экран WS-140 без косынок,,,,2 725 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Ящик пластиковый Практик 400x230x150,,,,498 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Комплект колес WS (4 штуки),,,,13 870 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Инструментальная тумба WD-5,,,,16 278 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Инструментальный шкаф HARD 2000-033012,,,,113 278 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Стойка сушильная Норд 20,,,,110 770 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Экран WS-200 без косынок,,,,3 911 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Держатель инструмента TH,,,,342 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Инструментальный шкаф HARD 1000-000000,,,,57 035 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Инструментальная тележка WDS-3.0 new,,,,38 562 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Верстак Expert (№606) WTH160.F2/F2.000,,,,38 354 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Ящик пластиковый Практик 400x185x100,,,,488 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Верстак Expert (№206) W120.WS6/WS1.021,,,,104 873 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Экран WS-180 без косынок,,,,3 518 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Ящик AMH TC 60,,,,5 656 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Инструментальный шкаф AMH TC EL,,,,63 088 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Инструментальная тележка WDS-9.0 new,,,,60 099 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Ящик пластиковый Практик 170x80x105,,,,171 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Комплект ШС 1940 (4 полки/стойка/перекладина),,,,5 330 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
"Стул Pro Industrial с подлокотникамиВысота, мм950/1150Ширина, мм470Глубина, мм-",,,,20 151 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
"Стул Pro Industrial без подлокотниковВысота, мм910/1190Ширина, мм470Глубина, мм-",,,,19 191 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Шкаф инструментальный ТС 1995-042020,,,,42 486 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Верстак Expert (№222) W200.F2/F2.011,,,,43 225 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Инструментальная тумба WS-6,,,,54 673 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Полка проволочная ШС 1940/1985,,,,1 532 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
"Табурет Pro IndustrialВысота, мм470/670Ширина, мм340Глубина, мм-",,,,12 004 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Инструментальный шкаф HARD 2000-000000,,,,64 549 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Комплект полок AMH TC SK 40 (2шт.),,,,3 986 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Инструментальный шкаф AMH TC-004010,,,,83 435 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
Стойка сушильная Норд 16,,,,103 432 руб.,"Производственная мебель (Верстаки, столы, тумбы)",3,,
